TS,103365427,TJ,85411592
TS,46713983,TJ,42453273
TS,37118201,TJ,34176127
TS,45597835,TJ,39712460
TS,35327563,TJ,32492662
TS,48719819,TJ,41154115
TS,38415538,TJ,35508710
TS,43675068,TJ,40691956
TS,37306163,TJ,34497157
TS,37596680,TJ,33588223
TS,51023702,TJ,43597660
TS,48350353,TJ,44981795
TS,36461294,TJ,28721280
TS,43442736,TJ,40642199
TS,26522136,TJ,23849314
TS,52359657,TJ,49619675
TS,56931562,TJ,53757862
TS,70785809,TJ,67827017
TS,33711626,TJ,28521892
TS,41368333,TJ,38449383
TS,45403704,TJ,42185146
TS,50671395,TJ,47507564
TS,45486667,TJ,42228478
TS,36916093,TJ,32439931
TS,62535739,TJ,57837479
TS,71425646,TJ,68660835
TS,51714759,TJ,47531892
TS,30605489,TJ,27110073
TS,57046557,TJ,46247315
TS,55188630,TJ,51894034
TS,85880512,TJ,81184245
TS,69293177,TJ,65664728
TS,48988501,TJ,44862933
TS,59547065,TJ,51603805
TS,190659648,TJ,187707478
TS,33175160,TJ,30194944
TS,84996771,TJ,64132647
TS,93868295,TJ,89604245
TS,113411765,TJ,99480110
TS,111499388,TJ,104698342
TS,43060840,TJ,36864058
TS,81209162,TJ,78441757
TS,64421992,TJ,61726398
TS,78962501,TJ,76268746
TS,121955526,TJ,115863115
TS,42947936,TJ,42430439
TS,114369340,TJ,106899221
TS,56076123,TJ,53583113
TS,57968927,TJ,55396030
TS,97546873,TJ,94796848
TS,83284199,TJ,51767324
TS,207979634,TJ,203645038
TS,80071998,TJ,77562739
TS,119058110,TJ,115019916
TS,29758422,TJ,28825503
TS,94506754,TJ,91757043
TS,62126183,TJ,59880169
TS,73515845,TJ,71060806
TS,96537653,TJ,92020606
TS,108403224,TJ,105759207
TS,161890727,TJ,159156958
TS,66206948,TJ,62020994
TS,61106869,TJ,58491937
TS,98936721,TJ,97130790
TS,94763849,TJ,90214937
TS,87236626,TJ,83268514
TS,312400634,TJ,309690646
TS,87509231,TJ,83275121
TS,72117364,TJ,71672878
TS,130160135,TJ,129661351
TS,85704603,TJ,85247780
TS,98647652,TJ,98238705
TS,64560223,TJ,61996313
TS,56661917,TJ,53782749
TS,172551622,TJ,172097210
TS,112353323,TJ,104978497
TS,75378698,TJ,72690208
TS,105657764,TJ,85445755
TS,124701713,TJ,109450325
TS,26240444,TJ,23381354
TS,87909199,TJ,84999622
