TS,58678108,TJ,45161289
TS,15686032,TJ,14835972
TS,54973590,TJ,54130207
TS,19353148,TJ,18499747
TS,21817055,TJ,21427012
TS,33338433,TJ,32592723
TS,23812246,TJ,22434571
TS,37702544,TJ,36912962
TS,33873151,TJ,30334115
TS,9278641,TJ,-1
TS,30618877,TJ,30132522
TS,20264511,TJ,19547088
TS,11603356,TJ,-1
TS,32729281,TJ,32237595
TS,21307631,TJ,20578828
TS,37291722,TJ,33884580
TS,26656400,TJ,25903644
TS,38073678,TJ,37198590
TS,37342934,TJ,36522111
TS,18993581,TJ,18284340
TS,8569025,TJ,-1
TS,25029276,TJ,24405670
TS,18585720,TJ,17834130
TS,19798351,TJ,19055609
TS,21128851,TJ,17612458
TS,15893022,TJ,15167251
TS,27412015,TJ,26620540
TS,20426091,TJ,-1
TS,20866616,TJ,17465256
TS,15173272,TJ,14421421
TS,14994403,TJ,14246551
TS,38318689,TJ,37527248
TS,19564545,TJ,-1
TS,47629642,TJ,31652528
TS,73184992,TJ,67202264
TS,42977233,TJ,31968264
TS,50597405,TJ,34321792
TS,38211646,TJ,36202838
TS,65321355,TJ,65044672
TS,73668437,TJ,72624777
TS,96100130,TJ,95305874
TS,86694256,TJ,77472185
TS,164468819,TJ,164182275
TS,121584157,TJ,120416831
TS,93214682,TJ,89248886
TS,254785454,TJ,253226846
TS,75456538,TJ,74717090
TS,129135999,TJ,128382132
TS,102439909,TJ,101741918
TS,113645206,TJ,111858138
TS,116389245,TJ,115682835
TS,41551600,TJ,40929812
TS,39326659,TJ,38656247
TS,87963571,TJ,84701905
TS,114187713,TJ,109124976
TS,100694479,TJ,100213652
TS,135263022,TJ,133005690
TS,118174255,TJ,117648758
TS,122769689,TJ,122010440
TS,125458487,TJ,124986289
TS,61340878,TJ,58151423
TS,25759992,TJ,25050143
TS,100509470,TJ,100005480
TS,71930193,TJ,69020935
TS,144771789,TJ,144308600
TS,159446431,TJ,125607843
TS,116528799,TJ,116002751
TS,158658086,TJ,158092236
TS,139159646,TJ,134281665
TS,86491684,TJ,86040258
TS,95791978,TJ,95324457
TS,100323727,TJ,99309565
TS,101005249,TJ,100545920
TS,143529025,TJ,142644477
TS,110357959,TJ,109614766
TS,90060174,TJ,89573944
TS,47841133,TJ,47212583
TS,86894055,TJ,86472806
TS,117462670,TJ,114054550
TS,108456284,TJ,107494675
TS,107616624,TJ,104700055
TS,159090745,TJ,158367732
TS,110393539,TJ,109793626
TS,140520444,TJ,140094385
TS,68501180,TJ,62475870
TS,116785205,TJ,113721242
TS,111075299,TJ,107754910
TS,141987457,TJ,137887093
TS,109679096,TJ,100891451
TS,110603321,TJ,109016384
TS,128574966,TJ,125744736
TS,92036255,TJ,89975711
TS,78356950,TJ,77302855
TS,76512627,TJ,75116506
TS,122376629,TJ,116199767
TS,118249814,TJ,113630390
TS,127618538,TJ,127150876
TS,100442366,TJ,98656410
TS,133948265,TJ,133481636
TS,95577856,TJ,94865490
TS,94818654,TJ,85016221
TS,132819008,TJ,129552900
TS,96580980,TJ,96185439
TS,129859125,TJ,129579571
TS,156279879,TJ,155792157
TS,146491262,TJ,143350784
TS,72575360,TJ,72327831
TS,34729221,TJ,34122011
TS,101689775,TJ,101092885
TS,128524028,TJ,126732278
TS,143760204,TJ,143102194
TS,107065237,TJ,101635788
TS,108323769,TJ,107664508
TS,69183220,TJ,68538989
TS,92085872,TJ,91652844
TS,83348975,TJ,81576243
TS,35564090,TJ,32608053
TS,12274152,TJ,10736502
TS,113640415,TJ,110578299
TS,162679899,TJ,158276059
TS,139449046,TJ,133657195
TS,117451536,TJ,116831860
TS,104972751,TJ,101117526
TS,190483398,TJ,162022207
TS,140803822,TJ,137994157
TS,71599860,TJ,65006011
TS,91447685,TJ,90743375
TS,121359817,TJ,120638668
TS,102931321,TJ,99995578
TS,127322645,TJ,126922917
TS,90478688,TJ,87432062
TS,168884559,TJ,123270824
TS,144428228,TJ,141905839
TS,88313786,TJ,85309122
TS,92090600,TJ,89886472
TS,64948313,TJ,62091599
TS,90691888,TJ,87785312
TS,115258075,TJ,111826317
TS,147402720,TJ,147183481
TS,153552151,TJ,148427568
TS,45924347,TJ,43577645
TS,155290374,TJ,145757852
TS,69447610,TJ,65894949
TS,111139868,TJ,105775113
TS,114878965,TJ,114216799
TS,93487787,TJ,92739781
TS,155771366,TJ,146021109
TS,106740475,TJ,101072208
TS,78659417,TJ,75573353
TS,128167406,TJ,123776584
TS,104130996,TJ,103273504
TS,137786913,TJ,135047585
TS,126178847,TJ,123337048
TS,164319485,TJ,161242591
TS,34682313,TJ,31981917
TS,118897354,TJ,115804068
TS,88103939,TJ,87717065
TS,95287873,TJ,94828697
TS,75865477,TJ,75195623
TS,140869812,TJ,137919976
TS,118829284,TJ,115436883
TS,139971706,TJ,139730273
TS,111477592,TJ,110005548
TS,112596541,TJ,110070848
TS,116161015,TJ,115685688
TS,122420400,TJ,99643422
TS,133792757,TJ,128525040
TS,106930443,TJ,106478591
TS,217111213,TJ,216553392
TS,94402725,TJ,90472826
TS,81104027,TJ,80672628
TS,94915199,TJ,94498084
TS,104391983,TJ,102407502
TS,83115727,TJ,82472359
TS,130435829,TJ,127781839
TS,221494338,TJ,217692636
TS,61606045,TJ,60932568
TS,93787545,TJ,88726607
TS,114840625,TJ,114268059
TS,134276554,TJ,133649992
TS,115793013,TJ,112804384
TS,141994013,TJ,137005704
TS,91881744,TJ,88812560
TS,64434965,TJ,61523157
TS,124660110,TJ,119833678
TS,112436486,TJ,109428709
TS,109030734,TJ,105903930
TS,161361494,TJ,153454077
TS,107972718,TJ,105023601
TS,46346096,TJ,43243754
TS,85858278,TJ,85434438
TS,77732984,TJ,77293081
TS,116762988,TJ,116104666
TS,148679480,TJ,145411781
TS,126911223,TJ,125831798
TS,103936066,TJ,99865011
TS,158518586,TJ,145845010
TS,111398806,TJ,108405007
TS,40299476,TJ,37867025
TS,76140317,TJ,75754141
TS,93800930,TJ,90716128
TS,77633960,TJ,74959871
TS,152915169,TJ,152219652
TS,68674677,TJ,65498788
TS,72479813,TJ,71924503
TS,105233560,TJ,104880065
TS,95938630,TJ,95465185
TS,218139754,TJ,215347381
TS,129945713,TJ,120020252
TS,139202450,TJ,136189964
TS,66415596,TJ,61772817
TS,117762503,TJ,115175351
TS,79122538,TJ,78928814
TS,77151889,TJ,76799343
TS,98459043,TJ,95419592
TS,124577040,TJ,121991328
TS,109587889,TJ,103547863
TS,53604955,TJ,50745342
TS,74723754,TJ,73064517
TS,63717816,TJ,63149715
TS,101793705,TJ,99799468
TS,112012057,TJ,108441772
TS,71712695,TJ,71516623
TS,88213684,TJ,87829345
TS,41811888,TJ,41434787
TS,80783735,TJ,80581459
TS,97044288,TJ,96567038
TS,31397961,TJ,31142160
TS,84516361,TJ,83359567
TS,89119786,TJ,88765985
TS,96719940,TJ,96363719
TS,75746834,TJ,75064273
TS,194812763,TJ,159078076
TS,84564466,TJ,82912329
TS,112013730,TJ,111426035
TS,86950898,TJ,83948954
TS,92340201,TJ,89234991
TS,49885248,TJ,47207636
TS,78250540,TJ,74246442
TS,98624980,TJ,94219981
TS,208738960,TJ,190030811
TS,91062096,TJ,90478812
TS,97956776,TJ,93686909
TS,222315284,TJ,217611876
TS,76667622,TJ,64018691
TS,205419274,TJ,202713191
TS,119786789,TJ,117000162
TS,116771210,TJ,114586922
TS,136609333,TJ,133789269
TS,76399652,TJ,75018496
TS,94065846,TJ,93492752
TS,87272309,TJ,87091908
TS,151844788,TJ,149123567
TS,48905261,TJ,48436549
TS,123822838,TJ,123443019
TS,146070340,TJ,137699863
TS,132199403,TJ,130206290
TS,63684913,TJ,63296795
TS,52113652,TJ,49374949
TS,76604957,TJ,76228189
TS,52471864,TJ,49659255
TS,98982600,TJ,96162211
TS,99347793,TJ,98979813
TS,117516938,TJ,114682585
TS,154098499,TJ,148530818
TS,154019211,TJ,151047180
TS,112323060,TJ,111976765
TS,101661920,TJ,95325258
TS,79674032,TJ,77216343
TS,102429185,TJ,99983685
TS,148303095,TJ,144716119
TS,155423872,TJ,154053960
TS,142540909,TJ,124741801
TS,123232725,TJ,115690845
TS,109615121,TJ,105955276
TS,165797897,TJ,162788176
TS,132598516,TJ,132422581
TS,145337226,TJ,144710390
TS,150145088,TJ,140107575
TS,145824902,TJ,145389638
TS,77234359,TJ,76625010
TS,84852321,TJ,84491860
TS,132597045,TJ,124336638
TS,134460354,TJ,129203449
TS,148303273,TJ,144511648
TS,157287816,TJ,154407636
TS,54768255,TJ,44144284
TS,215705703,TJ,215265101
TS,43196717,TJ,40485120
